"","id","total_steps","total_distance","tracker_distance","active_distance_logged","active_distance_very","active_distance_moderate","active_distance_light","active_distance_sedentary","active_minutes_very","active_minutes_fairly","active_minutes_lightly","minutes_sedentary","calories","activity_date","weekday","total_active_minutes","total_active_hours","day_of_week"
"26",1503960366,11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1821,2016-05-07,7,258,4.3,"Saturday"
"27",1503960366,10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1740,2016-05-08,1,255,4.25,"Sunday"
"28",1503960366,12022,7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,1819,2016-05-09,2,263,4.38,"Monday"
"29",1503960366,12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,2016-05-10,3,291,4.85,"Tuesday"
"30",1503960366,12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,2016-05-11,4,310,5.17,"Wednesday"
"31",1503960366,0,0,0,0,0,0,0,0,0,0,0,1440,0,2016-05-12,5,0,0,"Thursday"
"32",1624580081,8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,1432,2016-04-12,3,146,2.43,"Tuesday"
"33",1624580081,7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,2016-04-13,4,148,2.47,"Wednesday"
"34",1624580081,9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,2016-04-14,5,236,3.93,"Thursday"
"35",1624580081,1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,2016-04-15,6,96,1.6,"Friday"
"36",1624580081,5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,2016-04-16,7,176,2.93,"Saturday"
"37",1624580081,6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,2016-04-17,1,164,2.73,"Sunday"
"38",1624580081,10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,2016-04-18,2,226,3.77,"Monday"
"39",1624580081,2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,2016-04-19,3,141,2.35,"Tuesday"
"40",1624580081,4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,2016-04-20,4,151,2.52,"Wednesday"
"41",1624580081,6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,2016-04-21,5,186,3.1,"Thursday"
"42",1624580081,4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,2016-04-22,6,199,3.32,"Friday"
"43",1624580081,8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,2016-04-23,7,227,3.78,"Saturday"
"44",1624580081,6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,2016-04-24,1,219,3.65,"Sunday"
"45",1624580081,6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,2016-04-25,2,202,3.37,"Monday"
"46",1624580081,2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,2016-04-26,3,140,2.33,"Tuesday"
"47",1624580081,8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,2016-04-27,4,207,3.45,"Wednesday"
"48",1624580081,2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,2016-04-28,5,120,2,"Thursday"
"49",1624580081,2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,2016-04-29,6,150,2.5,"Friday"
"50",1624580081,6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,2016-04-30,7,258,4.3,"Saturday"
"51",1624580081,36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,2016-05-01,1,420,7,"Sunday"
"52",1624580081,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,2016-05-02,2,179,2.98,"Monday"
"53",1624580081,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,2016-05-03,3,96,1.6,"Tuesday"
"54",1624580081,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,2016-05-04,4,118,1.97,"Wednesday"
"55",1624580081,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,2016-05-05,5,117,1.95,"Thursday"
"56",1624580081,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,2016-05-06,6,102,1.7,"Friday"
"57",1624580081,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,2016-05-07,7,182,3.03,"Saturday"
"58",1624580081,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,2016-05-08,1,152,2.53,"Sunday"
"59",1624580081,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,2016-05-09,2,91,1.52,"Monday"
"60",1624580081,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,2016-05-10,3,139,2.32,"Tuesday"
"61",1624580081,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,2016-05-11,4,112,1.87,"Wednesday"
"62",1624580081,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,2016-05-12,5,107,1.78,"Thursday"
"63",1644430081,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,2016-04-12,3,309,5.15,"Tuesday"
"64",1644430081,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,2016-04-13,4,181,3.02,"Wednesday"
"65",1644430081,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,2016-04-14,5,315,5.25,"Thursday"
"66",1644430081,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,2016-04-15,6,177,2.95,"Friday"
"67",1644430081,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,2016-04-16,7,305,5.08,"Saturday"
"68",1644430081,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,2016-04-17,1,228,3.8,"Sunday"
"69",1644430081,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,2016-04-18,2,169,2.82,"Monday"
"70",1644430081,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,2016-04-19,3,341,5.68,"Tuesday"
"71",1644430081,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,2016-04-20,4,125,2.08,"Wednesday"
"72",1644430081,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,2016-04-21,5,38,0.63,"Thursday"
"73",1644430081,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,2016-04-22,6,86,1.43,"Friday"
"74",1644430081,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,2016-04-23,7,175,2.92,"Saturday"
"75",1644430081,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,2016-04-24,1,89,1.48,"Sunday"
"76",1644430081,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,2016-04-25,2,103,1.72,"Monday"
"77",1644430081,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,2016-04-26,3,275,4.58,"Tuesday"
"78",1644430081,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,2016-04-27,4,118,1.97,"Wednesday"
"79",1644430081,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,2016-04-28,5,283,4.72,"Thursday"
"80",1644430081,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,2016-04-29,6,120,2,"Friday"
"81",1644430081,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,2016-04-30,7,482,8.03,"Saturday"
"82",1644430081,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,2016-05-01,1,173,2.88,"Sunday"
"83",1644430081,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,2016-05-02,2,156,2.6,"Monday"
"84",1644430081,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,2016-05-03,3,325,5.42,"Tuesday"
"85",1644430081,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,2016-05-04,4,52,0.87,"Wednesday"
"86",1644430081,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,2016-05-05,5,99,1.65,"Thursday"
"87",1644430081,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,2016-05-06,6,386,6.43,"Friday"
"88",1644430081,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,2016-05-07,7,301,5.02,"Saturday"
"89",1644430081,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,2016-05-08,1,295,4.92,"Sunday"
"90",1644430081,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,2016-05-09,2,341,5.68,"Monday"
"91",1644430081,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,2016-05-10,3,186,3.1,"Tuesday"
"92",1644430081,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,2016-05-11,4,49,0.82,"Wednesday"
"93",1844505072,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,3,339,5.65,"Tuesday"
"94",1844505072,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,4,248,4.13,"Wednesday"
"95",1844505072,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,2016-04-14,5,373,6.22,"Thursday"
"96",1844505072,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,2016-04-15,6,176,2.93,"Friday"
"97",1844505072,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,2016-04-16,7,147,2.45,"Saturday"
"98",1844505072,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,2016-04-17,1,209,3.48,"Sunday"
"99",1844505072,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,2016-04-18,2,229,3.82,"Monday"
"100",1844505072,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,2016-04-19,3,10,0.17,"Tuesday"
"101",1844505072,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,2016-04-20,4,1,0.02,"Wednesday"
"102",1844505072,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,2016-04-21,5,323,5.38,"Thursday"
"103",1844505072,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,2016-04-22,6,220,3.67,"Friday"
"104",1844505072,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,2016-04-23,7,139,2.32,"Saturday"
"105",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-24,1,0,0,"Sunday"
"106",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-25,2,0,0,"Monday"
"107",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-26,3,0,0,"Tuesday"
"108",1844505072,4,0,0,0,0,0,0,0,0,0,1,1439,1348,2016-04-27,4,1,0.02,"Wednesday"
"109",1844505072,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,2016-04-28,5,302,5.03,"Thursday"
"110",1844505072,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,2016-04-29,6,247,4.12,"Friday"
"111",1844505072,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,2016-04-30,7,184,3.07,"Saturday"
"112",1844505072,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,2016-05-01,1,82,1.37,"Sunday"
"113",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1348,2016-05-02,2,0,0,"Monday"
"114",1844505072,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,2016-05-03,3,184,3.07,"Tuesday"
"115",1844505072,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,2016-05-04,4,87,1.45,"Wednesday"
"116",1844505072,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,2016-05-05,5,120,2,"Thursday"
"117",1844505072,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,2016-05-06,6,2,0.03,"Friday"
"118",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-07,7,0,0,"Saturday"
"119",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-08,1,0,0,"Sunday"
"120",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-09,2,0,0,"Monday"
"121",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-10,3,0,0,"Tuesday"
"122",1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-11,4,0,0,"Wednesday"
"123",1844505072,0,0,0,0,0,0,0,0,0,0,0,711,665,2016-05-12,5,0,0,"Thursday"
"124",1927972279,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,2016-04-12,3,55,0.92,"Tuesday"
"125",1927972279,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,2016-04-13,4,32,0.53,"Wednesday"
"126",1927972279,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,2016-04-14,5,97,1.62,"Thursday"
"127",1927972279,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,2016-04-15,6,51,0.85,"Friday"
"128",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-16,7,0,0,"Saturday"
"129",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-17,1,0,0,"Sunday"
"130",1927972279,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,2016-04-18,2,17,0.28,"Monday"
"131",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-19,3,0,0,"Tuesday"
"132",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-20,4,0,0,"Wednesday"
"133",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-21,5,0,0,"Thursday"
"134",1927972279,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,2016-04-22,6,10,0.17,"Friday"
"135",1927972279,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,2016-04-23,7,145,2.42,"Saturday"
"136",1927972279,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,2016-04-24,1,82,1.37,"Sunday"
"137",1927972279,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,2016-04-25,2,12,0.2,"Monday"
"138",1927972279,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,2016-04-26,3,192,3.2,"Tuesday"
"139",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-27,4,0,0,"Wednesday"
"140",1927972279,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,2016-04-28,5,95,1.58,"Thursday"
"141",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-29,6,0,0,"Friday"
"142",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-30,7,0,0,"Saturday"
"143",1927972279,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,2016-05-01,1,85,1.42,"Sunday"
"144",1927972279,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,2016-05-02,2,118,1.97,"Monday"
"145",1927972279,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,2016-05-03,3,27,0.45,"Tuesday"
"146",1927972279,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,2016-05-04,4,87,1.45,"Wednesday"
"147",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-05,5,0,0,"Thursday"
"148",1927972279,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,2016-05-06,6,108,1.8,"Friday"
"149",1927972279,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,2016-05-07,7,48,0.8,"Saturday"
"150",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-08,1,0,0,"Sunday"
"151",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-09,2,0,0,"Monday"
"152",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-10,3,0,0,"Tuesday"
"153",1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-11,4,0,0,"Wednesday"
"154",1927972279,0,0,0,0,0,0,0,0,0,0,0,966,1383,2016-05-12,5,0,0,"Thursday"
"155",2022484408,11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,2016-04-12,3,283,4.72,"Tuesday"
"156",2022484408,12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,2016-04-13,4,340,5.67,"Wednesday"
"157",2022484408,10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,2016-04-14,5,292,4.87,"Thursday"
"158",2022484408,11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,2016-04-15,6,318,5.3,"Friday"
"159",2022484408,10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,2016-04-16,7,203,3.38,"Saturday"
"160",2022484408,15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,2016-04-17,1,388,6.47,"Sunday"
"161",2022484408,14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,2016-04-18,2,362,6.03,"Monday"
"162",2022484408,11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,2016-04-19,3,288,4.8,"Tuesday"
"163",2022484408,15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,2016-04-20,4,387,6.45,"Wednesday"
"164",2022484408,12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,2016-04-21,5,412,6.87,"Thursday"
"165",2022484408,12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,2016-04-22,6,335,5.58,"Friday"
"166",2022484408,6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,2016-04-23,7,249,4.15,"Saturday"
"167",2022484408,13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,2529,2016-04-24,1,279,4.65,"Sunday"
"168",2022484408,11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,2470,2016-04-25,2,269,4.48,"Monday"
"169",2022484408,10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,2793,2016-04-26,3,354,5.9,"Tuesday"
"170",2022484408,10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,2463,2016-04-27,4,321,5.35,"Wednesday"
"171",2022484408,10140,7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,2296,2016-04-28,5,317,5.28,"Thursday"
"172",2022484408,10245,7.19000005722046,7.19000005722046,0,0.479999989271164,1.21000003814697,5.5,0,21,40,281,1098,2611,2016-04-29,6,342,5.7,"Friday"
